type,title,cast,release_year,duration,listed_in,plataform
Movie,Man Up,"Lake Bell, Simon Pegg, Ophelia Lovibond, Olivia Williams, Rory Kinnear, Henry Lloyd-Hughes, Ken Stott, Sharon Horgan, Harriet Walter, Stephen Campbell Moore, Dean-Charles Chapman, Phoebe Waller-Bridge",2015,88,"Comedies, International Movies, Romantic Movies",netflix
TV Show,Man vs Wild with Sunny Leone,"Bear Grylls, Sunny Leone",2018,1,"International TV Shows, Reality TV, TV Action & Adventure",netflix
Movie,Mandi,"Shabana Azmi, Smita Patil, Naseeruddin Shah, Amrish Puri, Kulbhushan Kharbanda, Saeed Jaffrey, Om Puri, Sreela Mazumdar, Neena Gupta",1983,155,"Dramas, Independent Movies, International Movies",netflix
Movie,Mandobasar Galpo,"Paoli Dam, Parambrata Chattopadhyay, Indrasish Roy, Koushik Sen, Biswajit Chakraborty",2017,103,"Dramas, International Movies, Romantic Movies",netflix
Movie,Manglehorn,"Al Pacino, Holly Hunter, Harmony Korine, Chris Messina, Skylar Gasper, Brian D. Mays, Herculano Trevino, Angela Woods",2014,97,"Dramas, Independent Movies",netflix
Movie,Mango Dreams,"Ram Gopal Bajaj, Pankaj Tripathi, Sameer Kochhar",2016,92,"Dramas, Independent Movies",netflix
Movie,Manhattan Romance,"Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier",2014,98,"Comedies, Independent Movies, Romantic Movies",netflix
Movie,Manolo: The Boy Who Made Shoes for Lizards,"Manolo Blahnik, Anna Wintour, André Leon Talley, Paloma Picasso, Candace Bushnell, Iman, Rihanna, Naomi Campbell, Isaac Mizrahi, Rupert Everett, Sofia Coppola, John Galliano",2017,89,"Documentaries, International Movies",netflix
Movie,Mansfield Park,"Frances O'Connor, Embeth Davidtz, Jonny Lee Miller, Alessandro Nivola, Harold Pinter, Lindsay Duncan, Sheila Gish, James Purefoy, Victoria Hamilton, Hugh Bonneville",1999,112,"Comedies, Dramas, International Movies",netflix
Movie,Mantostaan,"Raghuvir Yadav, Veerendra Saxena, Sonal Sehgal, Aaditya Pratap Singh, Rahat Kazmi, Raina Bassnet, Sakshi Bhat",2017,75,"Dramas, Independent Movies, International Movies",netflix
Movie,Mantra,"Rajat Kapoor, Lushin Dubey, Kalki Koechlin, Shiv Pandit, Adil Hussain, Rohan Joshi, Yuri Suri, Maya Krishna Rao",2017,89,"Dramas, Independent Movies, International Movies",netflix
Movie,Mara,"Olga Kurylenko, Javier Botet, Mitch Eakins, Lance E. Nichols, Rosie Fellner, Mackenzie Imsand, Dandy Barrett, Craig Conway, Melissa Bolona",2017,99,"Horror Movies, Thrillers",netflix
Movie,Marauders,"Bruce Willis, Christopher Meloni, Dave Bautista, Adrian Grenier, Johnathon Schaech, Lydia Hull, Tyler Jon Olson, Christopher Rob Bowen, Richie Chance",2016,107,Action & Adventure,netflix
TV Show,Marching Orders,,2018,1,Docuseries,netflix
Movie,Mark Gatiss: A Study in Sherlock,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Steven Moffat",2016,29,Movies,netflix
TV Show,Maron,"Marc Maron, Judd Hirsch, Josh Brener, Nora Zehetner, Andy Kindler",2016,4,TV Comedies,netflix
Movie,Maroon,"Manav Kaul, Devyani Cm, Saurabh Sachdeva, Sarika Singh, Suneel Sinha, Sumeet Vyas",2016,94,"Dramas, Independent Movies, International Movies",netflix
TV Show,Married at First Sight,"Viviana Coles, Calvin Roberson, Pepper Schwartz",2019,1,"Reality TV, Romantic TV Shows",netflix
TV Show,Mars,"Jihae, Alberto Ammann, Clémentine Poidatz, Anamaria Marinca, Sammi Rotibi, Nicholas Wittman, Cosima Shaw",2018,2,"Docuseries, Science & Nature TV, TV Dramas",netflix
Movie,Martial Arts of Shaolin,"Jet Li, Jianqiang Hu, Qiuyan Huang, Qingfu Pan, Yu Chenghui, Yu Hai, Jianwen Zhang",1986,90,"Action & Adventure, International Movies",netflix
Movie,Martin Lawrence Live: Runteldat,Martin Lawrence,2002,104,Stand-Up Comedy,netflix
Movie,Martin Luther: The Idea that Changed the World,Hugh Bonneville,2017,55,"Documentaries, Faith & Spirituality",netflix
Movie,Martyrs of Marriage,,2016,83,"Documentaries, International Movies",netflix
Movie,Marvel & ESPN Films Present: 1 of 1: Genesis,"Manny Pacquiao, Michael Smith, Tony Hawk, Esther Howard, Alex Morgan, Danica Patrick, Russell Wilson, Carmelo Anthony, Dwight Howard, Joe Quesada, Albert Pujols, Brandi Chastain, Cal Ripken Jr.",2014,77,"Documentaries, Sports Movies",netflix
Movie,Marvel's Iron Man & Hulk: Heroes United,"Adrian Pasdar, Fred Tatasciore, Dee Bradley Baker, Robin Atkin Downes, David Kaye",2013,72,"Action & Adventure, Sci-Fi & Fantasy",netflix
Movie,Mary and the Witch's Flower,"Ruby Barnhill, Kate Winslet, Jim Broadbent, Ewen Bremner, Lynda Baron, Louis Ashbourne Serkis, Morwenna Banks, Teresa Gallagher, Rasmus Hardiker",2017,103,"Anime Features, Children & Family Movies",netflix
Movie,Mary Poppins Returns,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Pixie Davies, Nathanael Saleh, Joel Dawson, Julie Walters, Meryl Streep, Colin Firth, Dick Van Dyke",2018,131,"Children & Family Movies, Music & Musicals",netflix
TV Show,Mary Portas: Secret Shopper,Mary Portas,2016,1,"British TV Shows, International TV Shows, Reality TV",netflix
Movie,Masoom,"Shabana Azmi, Naseeruddin Shah, Saeed Jaffrey, Jugal Hansraj, Urmila Matondkar, Aradhana Srivastav, Tanuja, Supriya Pathak",1983,138,"Dramas, Independent Movies, International Movies",netflix
Movie,Master,"Byung-hun Lee, Dong-won Gang, Woo-bin Kim, Ji-won Uhm, Dal-su Oh, Kyung Jin, Gang Dong-won",2016,143,"Action & Adventure, International Movies",netflix
Movie,Mater,"Lautaro Perotti, Tamara Kiper, Inda Lavalle, Miriam Odorico, Araceli Dvoskin, Gonzalo Ruiz, Patricio Aranguren, Marina Bellati, Luciana Fuks, Martin Slipak",2017,80,"Dramas, Independent Movies, International Movies",netflix
Movie,Matichya Chuli,"Sudhir Joshi, Vandana Gupte, Ankush Chaudhari, Madhura Velankar, Sanjay Mone, Anand Abhyankar",2006,132,"Comedies, Dramas, International Movies",netflix
Movie,Max Rose,"Jerry Lewis, Kerry Bishé, Illeana Douglas, Rance Howard, Kevin Pollak, Mort Sahl, Dean Stockwell, Lee Weaver, Claire Bloom",2013,84,"Dramas, Independent Movies",netflix
Movie,May We Chat,"Irene Wan, Peter Mak, Rainky Wai, Heidi Lee, Kabby Hui, Paulyn Sun, Dominic Ho, Au Cheuk-Man",2014,99,"Dramas, International Movies",netflix
Movie,May You Prosper,"Ahmed Rizk, Bosy, Bayoumi Fouad, Mahmoud Ellithy, Hayatem, Hesham Ismail, Tamer Shaltout, Alaa Morsy",2017,93,"Comedies, International Movies, Music & Musicals",netflix
Movie,Maya Angelou: And Still I Rise,"Maya Angelou, Cicely Tyson, Common, John Singleton, Alfre Woodard, Oprah Winfrey, Quincy Jones",2016,114,Documentaries,netflix
Movie,Maynard,,2017,100,Documentaries,netflix
Movie,Maza Pati Karodpati,"Sachin, Supriya Pilgaonkar, Ashok Saraf, Kishori Shahane, Suhas Bhalekar, Manchindra Kamble, Jairam Kulkarni, Nilu Phule, Shubha Khote",1988,132,"Comedies, International Movies, Romantic Movies",netflix
Movie,Me and the Alien,"Ines De Tavira, Juan Pablo Campa, Paco de la Fuente, Juan Ugarte, Carlos Aragón, Gloria Toba, Jessy Bulbo, Tato Alexander, Fabiola Guajardo, Arturo Carmona",2016,83,"Comedies, Dramas, International Movies",netflix
Movie,Mean Dreams,"Bill Paxton, Sophie Nélisse, Josh Wiggins, Colm Feore, Vickie Papavs, Joe Cobden, Ryan Blakely, George Buza",2016,105,"Dramas, Independent Movies, Thrillers",netflix
Movie,Mean Streets,"Robert De Niro, Harvey Keitel, David Proval, Amy Robinson, Richard Romanus, Cesare Danova, Victor Argo, George Memmoli",1973,112,"Classic Movies, Dramas, Independent Movies",netflix
Movie,Meditation Park,"Cheng Pei-pei, Tzi Ma, Sandra Oh, Don McKellar, Zak Santiago, Liane Balaban, Alannah Ong, Lillian Lim, Jemmy Chen",2017,94,Dramas,netflix
Movie,Medium,"Władysław Kowalski, Michał Bajor, Jerzy Zelnik, Jerzy Stuhr, Grażyna Szapołowska, Jerzy Nowak, Ewa Dałkowska, Piotr Machalica, Zygmunt Zintel, Henryk Bista",1985,90,"Horror Movies, International Movies, Thrillers",netflix
Movie,Meet the Trumps: From Immigrant to President,,2017,48,Documentaries,netflix
TV Show,Mega Food,,2013,1,"British TV Shows, Docuseries, International TV Shows",netflix
TV Show,MegaTruckers,,2012,1,Reality TV,netflix
Movie,Melle,"Amith Chakalakkal, Thanuja Karthik, Joy Mathew, Joju George, Krishna Prabha, Ambika Mohan, P. Balachandran, Illikkett Namboothiri",2017,110,"Dramas, International Movies, Romantic Movies",netflix
TV Show,Melodies of Life - Born This Way,,2016,1,"International TV Shows, Romantic TV Shows, TV Comedies",netflix
Movie,Melvin Goes to Dinner,"Michael Blieden, Stephanie Courtney, Annabelle Gurwitch, Matt Price, David Cross, Maura Tierney, Kathleen Roll, Jack Black, Jenna Fischer, Fred Armisen",2003,84,"Comedies, Dramas, Independent Movies",netflix
Movie,Memoir of a Murderer,"Kyung-gu Seol, Nam-gil Kim, Seol-hyun Kim, Dal-su Oh, Seok-jeong Hwang, In-Gum Jung, Ki-jun Shin, Jin-young Jang, Rina Shin, Hye-yoon Kim",2017,118,"Dramas, International Movies, Thrillers",netflix
Movie,Memory Games,,2018,86,Documentaries,netflix
Movie,Men in Black,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobhan Fallon Hogan, Mike Nussbaum, Jon Gries, Sergio Calderón",1997,98,"Action & Adventure, Comedies, Sci-Fi & Fantasy",netflix
Movie,Men in Black II,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross",2002,88,"Action & Adventure, Comedies, Sci-Fi & Fantasy",netflix
Movie,Menorca,"Tammy Gillis, Sheila Campbell, Talia Pura, Dorothy Carroll, Logan Creran, Jason Wishnowski, Aaron Merke, Krystle Snow, Michael O'Sullivan",2016,81,"Dramas, Independent Movies",netflix
Movie,Merantau,"Iko Uwais, Sisca Jessica, Christine Hakim, Mads Koudal, Yusuf Aulia, Alex Abbad, Yayan Ruhian, Laurent Buson, Donny Alamsyah, Ratna Galih",2009,112,"Action & Adventure, Dramas, International Movies",netflix
TV Show,Mere Papa Hero Hiralal,"Sarwar Ahuja, Riva Arora",2018,1,"International TV Shows, TV Dramas",netflix
TV Show,Merlí,"Francesc Orella, David Solans, Candela Antón, Albert Baró, Adrian Grösser, Marcos Franz, Pau Poch, Júlia Creus, Carlos Cuevas, Elisabet Casanovas, Iñaki Mur, Pau Durà, Pere Ponce, Mar del Hoyo, Rubén de Eguia, Patrícia Bargalló, Assun Planas, Pep Jové, Anna Maria Barbany, Marta Marco, Jordi Martínez, Victòria Pagès, Marta Domingo, Anna Ycobalzeta, Oriol Pla, Pepa López",2015,1,"International TV Shows, TV Dramas, Teen TV Shows",netflix
Movie,Merry Men: The Real Yoruba Demons,"Ramsey Nouah, Jim Iyke, Ayo Makun, Falz, Richard Mofe-Damijo, Iretiola Doyle, Damilola Adegbite, Rosaline Meurer, Jide Kosoko, Ali Nuhu, Segun Arinze, Francis Duru",2018,106,"Comedies, International Movies",netflix
TV Show,Mexico Diseña,,2016,1,"International TV Shows, Reality TV, Spanish-Language TV Shows",netflix
Movie,Mi Shivajiraje Bhosale Boltoy,"Sachin Khedekar, Mahesh Manjrekar, Makarand Anaspure, Suchitra Bandekar, Siddharth Jadhav, Priya Bapat, Abhijit Kelkar, Ganesh Yadav, Reema Lagoo, Vidyadhar Joshi",2009,148,"Comedies, International Movies, Sci-Fi & Fantasy",netflix
Movie,MI-5,"Peter Firth, Kit Harington, Jennifer Ehle, Elyes Gabel, Eleanor Matsuura, Tim McInnerny, Lara Pulver, David Harewood, Tuppence Middleton",2015,105,"Action & Adventure, Dramas, International Movies",netflix
Movie,Middle School: The Worst Years of My Life,"Griffin Gluck, Lauren Graham, Rob Riggle, Thomas Barbusca, Andrew Daly, Adam Pally, Retta, Efren Ramirez, Isabela Moner, Alexa Nisenson, Jacob Hopkins",2016,92,"Children & Family Movies, Comedies",netflix
TV Show,Midnight Misadventures With Mallika Dua,Mallika Dua,2018,1,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",netflix
Movie,Midnight Special,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver, Jaeden Martell, Sam Shepard, Bill Camp, Scott Haze, Paul Sparks",2016,112,"Action & Adventure, Sci-Fi & Fantasy",netflix
TV Show,Mighty Morphin Alien Rangers,"Julia Jordan, Matthew Sakimoto, Sicily Johnson, Michael O'Laskey II, Michael R. Gotto, Justin Timsit, Rajia Baroudi, David Bacon, Jim Gray, Karim Prince, Alan Palmer, Tom Wyner, Barbara Goodson, Robert Axelrod, Kerrigan Mahan",1996,1,Kids' TV,netflix
Movie,Milk,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna, James Franco, Alison Pill, Victor Garber, Denis O'Hare, Joseph Cross, Stephen Spinella, Lucas Grabeel, Brandon Boyce",2008,128,"Dramas, Independent Movies, LGBTQ Movies",netflix
TV Show,Mini Wolf,,2014,2,Kids' TV,netflix
Movie,Minnaminugu the FireFly,"Surabhi Lakshmi, Krishnan Balakrishnan, Rebecca Santhosh, Prem Prakash, Archana Padmini",2017,128,"Dramas, International Movies",netflix
TV Show,Minute to Win It,Apolo Anton Ohno,2013,1,Reality TV,netflix
Movie,Miracle,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill, Patrick O'Brien Demsey, Michael Mantenuto, Nathan West, Kenneth Mitchell, Sam Skoryna, Billy Schneider, Michael Kopsa, Beverley Breuer, Lisa Marie Caruk, Ryan Walter, Nate Miller, Joseph Cure, Scott Johnson, Eric Peter-Kaiser, Bobby Hanson",2004,136,"Children & Family Movies, Dramas, Sports Movies",netflix
Movie,Mirror Mirror,"Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane, Mare Winningham, Michael Lerner, Sean Bean, Robert Emms, Danny Woodburn, Martin Klebba, Sebastian Saraceno, Jordan Prentice, Mark Povinelli, Joe Gnoffo, Ronald Lee Clark",2012,106,"Children & Family Movies, Comedies",netflix
Movie,Mirzya,"Harshvardhan Kapoor, Saiyami Kher, Anuj Choudhry, Art Malik, Om Puri, K.K. Raina, Anjali Patil",2016,129,"Dramas, International Movies, Music & Musicals",netflix
TV Show,Miss Dynamite,"Camila Sodi, Iván Sánchez, José María de Tavira, Hugo Stiglitz, José Sefami, Mauricio Isaac, Paulina Gaitán, Mara Cuevas, Mario Zaragoza, Alejandro Durán, Emilio Savinni, Pakey Vázquez, Anilú Pardo, Claudette Maillé, Rodrigo Murray, Camila Selser, Saúl Lisazo, Eréndira Ibarra",2015,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",netflix
Movie,Miss Hokusai,"Anne Watanabe, Yutaka Matsushige, Gaku Hamada, Kengo Kora, Jun Miho, Shion Shimizu, Michitaka Tsutsui, Ethan Murray, Kevin T. Collins, Barbara Goodson, Cindy Robinson, Mike Pollock, Robbie Daymond, Marc Diraison, Richard Epcar, Erica Lindbeck",2015,90,Anime Features,netflix
Movie,Miss Julie,"Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy",2014,130,"Dramas, International Movies",netflix
Movie,Miss Me This Christmas,"Eva Marcille, Richard Gant, Redaric Williams, Allen Maldonado, Erica Ash, Brely Evans",2017,85,Romantic Movies,netflix
Movie,Miss Representation,,2011,90,Documentaries,netflix
TV Show,Miss Rose,"Roy Chiu, Megan Lai, Paul Hsu, Tia Lee, Chunya Chao, Puff Kuo, Blaire Chang",2015,1,"International TV Shows, Romantic TV Shows, TV Comedies",netflix
Movie,Miss Sharon Jones!,Sharon Jones,2015,94,"Documentaries, Music & Musicals",netflix
Movie,Miss Stevens,"Lily Rabe, Timothée Chalamet, Lili Reinhart, Anthony Quintal, Oscar Nuñez, Rob Huebel",2016,86,"Dramas, Independent Movies",netflix
Movie,Mission Control: The Unsung Heroes of Apollo,,2017,100,Documentaries,netflix
Movie,Mission of Honor,"Iwan Rheon, Milo Gibson, Stefanie Martini, Marcin Dorociński, Krystof Hádek, Christopher Jaciow",2018,107,"Action & Adventure, Dramas",netflix
Movie,Mission: Destroy Love,"Bront Palarae, Maya Karin, Remy Ishak, Izara Aishah, Azad Jazmin, Dira Abu Zahar, Zarina Zainuddin",2014,93,"Comedies, International Movies, Romantic Movies",netflix
Movie,Mississippi Grind,"Ryan Reynolds, Ben Mendelsohn, Sienna Miller, Analeigh Tipton, Alfre Woodard, James Toback, Robin Weigert",2015,109,"Dramas, Independent Movies",netflix
Movie,Moh Maya Money,"Ranvir Shorey, Neha Dhupia, Devendra Chowhan, Ashwath Bhatt, Vidushi Mehra, Anant Raina",2016,109,"Dramas, Independent Movies, International Movies",netflix
Movie,Mohawk,"Kaniehtiio Horn, Eamon Farren, Justin Rain, Ezra Buzzington, Noah Segan, Ian Colletti, Robert Longstreet, Jon Huber, Jack Gwaltney, Sheri Foster, David La Haye",2017,92,"Action & Adventure, Horror Movies, Independent Movies",netflix
Movie,Mojave,"Garrett Hedlund, Oscar Isaac, Louise Bourgoin, Walton Goggins, Mark Wahlberg, Fran Kranz",2015,93,"Dramas, Independent Movies, Thrillers",netflix
Movie,Mokalik (Mechanic),"Tooni Afolayan, Ayo Ogunshina, Dayo Akinpelu, Simi Ogunleye, Femi Adebayo, Lateef Adedimeji, Damilola Ogunsi, Rasaq Olayiwola, Ayo Adesanya, Wale Akorede, Toyosi Benjamin, Hamzat Sherifdeen, Samuel Olasehinde",2019,100,"Dramas, International Movies",netflix
Movie,Molly's Game,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong, Chris O'Dowd, J.C. MacKenzie, Brian d'Arcy James, Bill Camp, Graham Greene, Justin Kirk, Brian d’Arcy James",2017,141,Dramas,netflix
TV Show,Momo Salon,"Lizzy, Jung-min Park, Sang-hee Lee",2014,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",netflix
Movie,Mona Lisa Smile,"Julia Roberts, Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal, Juliet Stevenson, Dominic West, Ginnifer Goodwin, Topher Grace, John Slattery, Marcia Gay Harden",2003,119,Dramas,netflix
Movie,Money,"Kellan Lutz, Jess Weixler, Jesse Williams, Jamie Bamber, Lucía Guerrero, Fredric Lehne",2016,84,Thrillers,netflix
TV Show,Money for Nothing,,2015,1,"British TV Shows, International TV Shows, Reality TV",netflix
Movie,Money Talks,"Charlie Sheen, Chris Tucker, Heather Locklear, Paul Sorvino, Gérard Ismaël, Damian Chapa, Elise Neal, Michael Wright, Veronica Cartwright",1997,96,"Action & Adventure, Comedies",netflix
TV Show,Monkey Planet,George McGavin,2014,1,"British TV Shows, Docuseries, Science & Nature TV",netflix
Movie,Monkey Up,"Jonathan Mangum, Erin Allin O'Reilly, Kayden Magnuson, Danny Woodburn, Skylar Astin, John Ratzenberger, David Milchard",2016,83,"Children & Family Movies, Comedies",netflix
Movie,Monopoly (The Bank Of Luck),"Mohamed Mamdouh, Mohammed Tharwat, Akram Hosny",2017,117,"Comedies, International Movies",netflix
Movie,Monster Family,"Celia Imrie, Emily Watson, Catherine Tate, Jason Isaacs, Nick Frost, Jessica Brown Findlay",2017,93,Children & Family Movies,netflix
